,Unnamed: 0,p_id,name,price,colour,brand,img,ratingCount,avg_rating,description,p_attributes,Metadata,Text_Length
12707,877,8367057.0,Kotty Women Black Solid Quilted Jacket,3999.0,Black,Kotty,http://assets.myntassets.com/assets/images/productimage/2018/12/29/6af16ab0-85bb-4e12-a998-518ec832e7e51546070253626-1.jpg,,,"Black solid quilted jacket, has a collarless, two pockets, zip closure, long sleeves, straight hem, cotton liningCotton<br> Hand-washThe model (height 5'8"") is wearing a size S","{'Add-Ons': 'NA', 'Body Shape ID': '333,424', 'Body or Garment Size': 'Garment Measurements in', 'Closure': 'Zip', 'Collar': 'Collarless', 'Fabric': 'Cotton', 'Features': 'NA', 'Hemline': 'Straight', 'Length': 'Regular', 'Lining Fabric': 'Cotton', 'Number of Pockets': '2', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sleeve Length': 'Long Sleeves', 'Surface Styling': 'NA', 'Type': 'Quilted Jacket', 'Wash Care': 'Hand Wash'}","{'name': 'Kotty Women Black Solid Quilted Jacket', 'color': 'Black', 'brand': 'Kotty'}",26
5157,207,13616704.0,TAG 7 Women Black Solid Flared Cropped Palazzos,2499.0,Black,TAG 7,http://assets.myntassets.com/assets/images/13616704/2021/3/18/c347b376-feb3-4bdf-ab6c-2a9b0db44f521616053889618-Tag-7-Black-rayon-crushed-flared-palazzo-9491616053889100-1.jpg,102.0,4.450980392156863,"A pair of Black solid woven flared fit CroppedPalazzos, opaque, and drawstring closureThe model (height 5'8"") is wearing a size 28Material: Viscose Rayon<br>  Hand Wash","{'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Closure': 'Drawstring', 'Fabric': 'Viscose Rayon', 'Fabric 2': 'NA', 'Fit': 'Flared', 'Length': 'Cropped', 'Number of Pockets': 'NA', 'Occasion': 'Ethnic', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sustainable': 'Regular', 'Transparency': 'Opaque', 'Waistband': 'Elasticated', 'Wash Care': 'Hand Wash', 'Weave Type': 'Woven'}","{'name': 'TAG 7 Women Black Solid Flared Cropped Palazzos', 'color': 'Black', 'brand': 'TAG 7'}",26
7495,65,11473056.0,studio rasa Women Brocade And Net Sequins Embroidered Peplum Top,1699.0,Beige,studio rasa,http://assets.myntassets.com/assets/images/11473056/2020/3/10/f9955be0-12ca-4de9-b7f6-87a2d055eb8b1583843431121-Brocade-and-Net-Sequins-Embroidered-Peplum-Top-8421583843429-1.jpg,113.0,3.814159292035398,"Beige and Gold-toned embroidered woven layered A-line top, has a round neck, short sleeves, embellished detailing, and concealed zip closureRegular Fit<br> The model (height 5'8"") is wearing a size SMaterial: Silk Blend<br> Dry Clean","{'Body Shape ID': '443,333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Closure': 'Concealed Zip', 'Fabric': 'Silk Blend', 'Fabric Type': 'Net', 'Length': 'Regular', 'Lining': 'Has a lining', 'Main Trend': 'Ethnic Print', 'Neck': 'Round Neck', 'Occasion': 'Ethnic', 'Pattern': 'Embroidered', 'Print or Pattern Type': 'Ethnic Motifs', 'Sleeve Length': 'Short Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Surface Styling': 'Layered', 'Transparency': 'Opaque', 'Type': 'A-Line', 'Wash Care': 'Dry Clean', 'Weave Type': 'Woven', 'taxMaterial': 'NA'}","{'name': 'studio rasa Women Brocade And Net Sequins Embroidered Peplum Top', 'color': 'Beige', 'brand': 'studio rasa'}",34
11247,407,19254772.0,LOOM LEGACY Green & White Woven Design Cotton Silk Dupatta with Zari,1999.0,Green,LOOM LEGACY,http://assets.myntassets.com/assets/images/19254772/2022/7/25/5923c9dd-ee2b-4d5c-802a-d630084ac4981658771985074LOOMLEGACYGreenWhiteWovenDesignCottonSilkDupattawithZari1.jpg,,,"Green and white polka dot woven design dupatta zari,  fringed border<p>Length : 2.4 Mtr Width : 90 Cms</p><p>Hand Wash</p>","{'Border': 'Fringed', 'Fabric': 'Cotton Silk', 'Occasion': 'Daily', 'Ornamentation': 'Zari', 'Pattern': 'Woven Design', 'Print or Pattern Type': 'Polka Dots', 'Sustainable': 'Regular', 'Technique': 'NA', 'Wash Care': 'Hand Wash', 'Wedding': 'Guests & Gifting'}","{'name': 'LOOM LEGACY Green & White Woven Design Cotton Silk Dupatta with Zari', 'color': 'Green', 'brand': 'LOOM LEGACY'}",20
12718,888,16453150.0,Okane Women Green & Charcoal Grey Reversible Hooded Cotton Sporty Jacket,2375.0,Green,Okane,http://assets.myntassets.com/assets/images/16453150/2021/12/10/fc72b425-7870-42d9-bfe5-3660d74eedad1639118196059OkaneWomenGreenReversibleSportyJacket1.jpg,,,"Green &amp; charcoal grey solid reversible sporty jacket , has a hood , 2 pockets ,has a zip closure, long sleeves, straight hemline, nylon liningCotton<br>Machine wash<br>Mild iron&nbsp;<br>Wash dark colors separatelyThe model (height 5'8) is wearing a size S","{'Add-Ons': 'NA', 'Body Shape ID': '333,424', 'Body or Garment Size': 'Garment Measurements in', 'Character': 'NA', 'Closure': 'Zip', 'Collar': 'Hooded', 'Fabric': 'Cotton', 'Features': 'Reversible', 'Hemline': 'Straight', 'Length': 'Regular', 'Lining Fabric': 'Nylon', 'Main Trend': 'NA', 'Number of Pockets': '2', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sleeve Length': 'Long Sleeves', 'Sport': 'NA', 'Surface Styling': 'NA', 'Sustainable': 'Regular', 'Technology': 'NA', 'Technology Present': 'No', 'Type': 'Sporty Jacket', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven'}","{'name': 'Okane Women Green & Charcoal Grey Reversible Hooded Cotton Sporty Jacket', 'color': 'Green', 'brand': 'Okane'}",38
8384,164,16615800.0,Mitera Floral Saree With Embroidered Border,4899.0,Navy Blue,Mitera,http://assets.myntassets.com/assets/images/16615800/2022/1/21/8cc93df6-74f8-448d-a2e8-faf1da2bae8d1642750607870-Mitera-Navy-blue-Organza-Ethnic-Embroidered-Party-Wear-Saree-1.jpg,76.0,3.789473684210526,"Accentuate your ethnic collection with this fashionable saree. Featuring an art silk blouse and an organza fabric, it will add charm to your appearance.&nbsp;<ul><li>Deep navy blue shade embroidered saree with embroidered border</li><li>Embroidered border</li><li>Art silk blouse</li><li>Organza</li><li>Organza, dry clean</li></ul>The saree comes with an unstitched blouse piece<br>The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.<br><b>Trend Alert</b><br>Transparent touch refers to a fabric's see-through details that lend a charming and delicate touch to your attire. It blends feminine appeal and a hint of mystery to create a bold look.Organza<br>Dry CleanLength: 5.5 metres plus 0.8 metre blouse piece <br> Width: 1.06 metres (approx.)","{'Blouse': 'Blouse Piece', 'Blouse Fabric': 'Art Silk', 'Border': 'Embroidered', 'Care for me': '', 'Multipack Set': 'NA', 'Occasion': 'Party', 'Ornamentation': 'NA', 'Pattern': 'Embroidered', 'Print or Pattern Type': 'Floral', 'Saree Fabric': 'Organza', 'Style Tip': 'Bring ethnic flavour with studded hoop earrings, a pair of pretty chappals, and a chunky cluster necklace.', 'Sustainable': 'Regular', 'Trends': 'NA', 'Type': 'NA', 'Wash Care': 'Dry Clean', 'Where-to-wear': 'Attend a puja ceremony with family'}","{'name': 'Mitera Floral Saree With Embroidered Border', 'color': 'Navy Blue', 'brand': 'Mitera'}",116
12039,209,17545962.0,Okane Women Olive Green Lightweight Longline Parka Jacket,4125.0,Olive,Okane,http://assets.myntassets.com/assets/images/17545962/2022/3/16/b8f4f1a8-64c0-4919-a083-9af0fd3400971647421650251OkaneWomenOliveGreenLightweightLonglineParkaJacket1.jpg,,,"Olive green solid lightweight parka  with faux fur trim,  has a hooded,  2  pockets ,has a zip closure, long sleeves,  straight  hemline, polyester  liningOuter shell: Polyester<br>Lining: Polyester<br>Machine washThe model (height 5'8) is wearing a size M","{'Add-Ons': 'NA', 'Body Shape ID': '424', 'Body or Garment Size': 'Garment Measurements in', 'Character': 'NA', 'Closure': 'Zip', 'Collar': 'Hooded', 'Fabric': 'Polyester', 'Features': 'Lightweight', 'Hemline': 'Straight', 'Length': 'Longline', 'Lining Fabric': 'Polyester', 'Main Trend': 'NA', 'Number of Pockets': '2', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sleeve Length': 'Long Sleeves', 'Sport': 'NA', 'Surface Styling': 'Faux Fur Trim', 'Sustainable': 'Regular', 'Technology': 'NA', 'Technology Present': 'No', 'Type': 'Parka', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven'}","{'name': 'Okane Women Olive Green Lightweight Longline Parka Jacket', 'color': 'Olive', 'brand': 'Okane'}",43
6772,832,11526250.0,Jompers Women Red & Off-White Striped Basic Jumpsuit,1249.0,Red,Jompers,http://assets.myntassets.com/assets/images/productimage/2020/2/16/0d0f66c0-32a2-489b-b3c4-3ee9a26092b01581802786813-1.jpg,244.0,4.225409836065574,"Red and off-white striped basic jumpsuit with Waist Tie-Ups, has a shoulder straps, sleeveless, two pocketsMaterial: 100% Cotton<br>Hand WashThe model (height 5'8'') is wearing a size S","{'Body or Garment Size': 'Garment Measurements in', 'Closure': 'Concealed Zip', 'Fabric': 'Cotton', 'Neck': 'Shoulder Straps', 'Number of Pockets': '2', 'Pattern': 'Striped', 'Sleeve Length': 'Sleeveless', 'Surface Styling': 'Waist Tie-Ups', 'Type': 'Basic Jumpsuit', 'Wash Care': 'Hand Wash'}","{'name': 'Jompers Women Red & Off-White Striped Basic Jumpsuit', 'color': 'Red', 'brand': 'Jompers'}",27
8306,86,14553748.0,RAJGRANTH Blue & Red Floral Embroidered Net Ready to Wear Saree,5699.0,Blue,RAJGRANTH,http://assets.myntassets.com/assets/images/productimage/2021/6/22/6b6c81ab-ed06-4f46-bc00-3295c4d588681624352898140-1.jpg,138.0,4.021739130434782,<b>Design Details </b><ul><li>Blue and red saree</li><li>Floral embroidered saree with embellished border</li></ul>The saree comes with an unstitched blouse piece<br>The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Saree fabric:  Net <br> Blouse fabric:  Silk Blend <br> Dry cleanLength: 5.5 metres plus 0.8 metre blouse piece <br> Width: 1.06 metres (approx.),"{'Blouse': 'Blouse Piece', 'Blouse Fabric': 'Silk Blend', 'Border': 'Embellished', 'Multipack Set': 'NA', 'Occasion': 'Festive', 'Ornamentation': 'Embroidered', 'Pattern': 'Embroidered', 'Print or Pattern Type': 'Floral', 'Saree Fabric': 'Net', 'Sustainable': 'Regular', 'Trends': 'NA', 'Type': 'NA', 'Wash Care': 'Dry Clean', 'Wedding': 'Bride & Wedding Squad', 'Where-to-wear': 'wear this saree at party, wedding and ceremony'}","{'name': 'RAJGRANTH Blue & Red Floral Embroidered Net Ready to Wear Saree', 'color': 'Blue', 'brand': 'RAJGRANTH'}",69
9718,508,18116450.0,SHINGORA Yellow & Navy Blue Unstitched Dress Material,7985.0,Yellow,SHINGORA,http://assets.myntassets.com/assets/images/18116450/2022/5/2/d2a43d7f-df1b-4121-a6c2-1abd10cb00da1651489631822SHINGORAWomenGoldDressMaterial1.jpg,,,"Yellow and navy blue solid unstitched dress material<br>Yellow solid kurta fabric<br>White solid bottom fabric<br>Navy blue embroidered dupatta, has fringed border<br>Disclaimer: Images are for referral purposes only. The actual product is unstitchedTop Fabric:90 X 315 CM<br>Bottom Fabric:110 X 250 CM<br>Dupatta: 90 X 250 CMTop Fabric:50% Cotton 35% Silk 15% Lurex<br>Dupatta:30% Silk, 40% Tencel, 30% Metallic<br>Bottom: 100% Cotton","{'Bottom Fabric': 'Pure Cotton', 'Bottom Pattern': 'Solid', 'Dupatta Border': 'Fringed', 'Dupatta Fabric': 'Silk Blend', 'Dupatta Pattern': 'Embroidered', 'Kurta Fabric': 'Cotton Blend', 'Kurta Pattern': 'Solid', 'Occasion': 'Fusion', 'Ornamentation': 'Zari', 'Print or Pattern Type': 'Solid', 'Set Content': 'Kurta Fabric Bottom Fabric and Dupatta', 'Stitch': 'Unstitched', 'Sustainable': 'Regular', 'Technique': 'NA', 'Wash Care': 'Dry Clean', 'Wedding': 'Bride & Wedding Squad'}","{'name': 'SHINGORA Yellow & Navy Blue Unstitched Dress Material', 'color': 'Yellow', 'brand': 'SHINGORA'}",56
7116,336,17766662.0,iki chic Women Green Crop Top & Skirt,3799.0,Green,iki chic,http://assets.myntassets.com/assets/images/17766662/2022/4/21/0bfde02b-f508-41c9-b326-4ad2c362f6931650519146852ikichicWomenGreenCropTopSkirt1.jpg,,,Green satin cowl neck crop top and skirt with ruched detailingMaterial: Polyester 80% Satin 20%<br>Wash Care: Machine Wash,"{'Add-Ons': 'NA', 'Bottom Closure': 'Slip-On', 'Bottom Fabric': 'Polyester', 'Bottom Pattern': 'Solid', 'Bottom Type': 'Skirt', 'Character': 'NA', 'Lining': 'NA', 'Neck': 'Shoulder Straps', 'Number of Pockets': 'NA', 'Occasion': 'Casual', 'Sleeve Length': 'Sleeveless', 'Sustainable': 'Regular', 'Top Fabric': 'Polyester', 'Top Pattern': 'Solid', 'Top Type': 'Top', 'Trends': 'NA', 'Wash Care': 'Machine Wash', 'Wedding': 'NA'}","{'name': 'iki chic Women Green Crop Top & Skirt', 'color': 'Green', 'brand': 'iki chic'}",18
1254,264,9528591.0,DressBerry Women White & Black Striped Pure Cotton Top,1099.0,White,DressBerry,http://assets.myntassets.com/assets/images/9528591/2019/10/9/54d5748e-057f-42e0-87d2-99bb025ac86b1570601827051-DressBerry-Women-Tops-8441570601825065-1.jpg,430.0,4.21860465116279,"White and Black striped woven regular  top, has a keyhole neck, and three-quarter sleevesPure Cotton<br>Machine-washThe model (height 5'8"") is wearing a size S","{'Body Shape ID': '443,324,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Center Front Open': 'No', 'Character': 'NA', 'Closure': 'NA', 'Fabric': 'Pure Cotton', 'Fabric Type': 'NA', 'Length': 'Regular', 'Lining': 'NA', 'Main Trend': 'Monochrome', 'Multipack Set': 'NA', 'Neck': 'Keyhole Neck', 'Occasion': 'Casual', 'Pattern': 'Striped', 'Print or Pattern Type': 'Horizontal Stripes', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Surface Styling': 'NA', 'Sustainable': 'Regular', 'Transparency': 'Opaque', 'Type': 'Regular', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven', 'taxMaterial': 'NA'}","{'name': 'DressBerry Women White & Black Striped Pure Cotton Top', 'color': 'White', 'brand': 'DressBerry'}",24
1924,934,16044132.0,SASSAFRAS Black Ribbed Solid Winter Top,1599.0,Black,SASSAFRAS,http://assets.myntassets.com/assets/images/16044132/2021/11/23/fa53b81d-9eeb-40e2-98ac-de26aa5b48a41637651542228JacketsSASSAFRASWomenTopsSASSAFRASWomenTopsSASSAFRASWomenDre1.jpg,28.0,4.214285714285714,"<ul><li>Black regular winter top</li><li>Solid</li><li>Round neck, long, raglan sleeves</li><li>Knitted cotton</li></ul>The model (height 5'8) is wearing a size S90% Cotton 10% Polyester<br>Hand-wash","{'Body Shape ID': '333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Care for me': 'NA', 'Center Front Open': 'No', 'Character': 'NA', 'Closure': 'NA', 'Fabric': 'Cotton Blend', 'Fabric Type': 'Cotton', 'Length': 'Regular', 'Lining': 'NA', 'Main Trend': 'New Basics', 'Multipack Set': 'NA', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sleeve Length': 'Long Sleeves', 'Sleeve Styling': 'Raglan Sleeves', 'Surface Styling': 'NA', 'Sustainable': 'Regular', 'Transparency': 'Opaque', 'Type': 'Regular', 'Wash Care': 'Hand Wash', 'Weave Type': 'Knitted', 'taxMaterial': 'NA'}","{'name': 'SASSAFRAS Black Ribbed Solid Winter Top', 'color': 'Black', 'brand': 'SASSAFRAS'}",20
2023,43,19123294.0,FOREVER 21 Women Blue Mildly Distressed Light Fade Jeans,2799.0,Blue,FOREVER 21,http://assets.myntassets.com/assets/images/19123294/2022/7/15/c362e184-3f57-4440-8e4e-76d4433299501657904460149FOREVER21WomenBlueMildlyDistressedLightFadeJeans1.jpg,,,"<ul> <li> Medium shade,  light fade blue jeans </li> <li> Regular fit,  mid-rise </li> <li> Mildly distressed </li> <li> Non stretchable </li> <li> 5 pocket </li> <li> Length: regular </li> </ul>100% Cotton<br>Machine Wash<br> Fit: Regular Fit <br> Non Stretchable <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Button and Zip', 'Distress': 'Mildly Distressed', 'Effects': 'Whiskers and Chevrons', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'Light Fade', 'Features': 'NA', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'NA', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'Yes', 'Shade': 'Medium', 'Stretch': 'Non Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'Ripped', 'Waist Rise': 'Mid-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}","{'name': 'FOREVER 21 Women Blue Mildly Distressed Light Fade Jeans', 'color': 'Blue', 'brand': 'FOREVER 21'}",51
7127,347,17014874.0,ewoke Women Lavender & Red Printed Peplum Top With Palazzos,9500.0,Lavender,ewoke,http://assets.myntassets.com/assets/images/17014874/2022/2/2/165dd0c2-08b9-408e-978c-09b63df24b801643793901525Co-Ords1.jpg,,,This co-ord set consists of:&nbsp;<br>&nbsp; Lavender &amp; red printed peplum top has shoulder straps and off-shoulder sleeves<br>&nbsp; A pair of matching palazzos with concealed zip closure100% pure hemp fabric<br>Linen<br>Machine wash.,"{'Add-Ons': 'NA', 'Better Cotton Initiative': 'Regular', 'Bottom Closure': 'Zip', 'Bottom Fabric': 'Linen', 'Bottom Pattern': 'Printed', 'Bottom Type': 'Palazzos', 'Character': 'NA', 'Lining': 'NA', 'Neck': 'Shoulder Straps', 'Number of Pockets': '1', 'Occasion': 'Casual', 'Sleeve Length': 'Sleeveless', 'Sustainable': 'Sustainable', 'Top Fabric': 'Linen', 'Top Pattern': 'Printed', 'Top Type': 'Top', 'Trends': 'Romantic Florals', 'Wash Care': 'Machine Wash'}","{'name': 'ewoke Women Lavender & Red Printed Peplum Top With Palazzos', 'color': 'Lavender', 'brand': 'ewoke'}",30
13841,501,16810802.0,De Moza Women Purple & White Tie & Dye Pure Cotton Sweatshirt,1499.0,Purple,De Moza,http://assets.myntassets.com/assets/images/16810802/2022/1/13/763846d6-01f9-4885-9860-5860d8af97c91642066436520DeMozaWomenPurplePrintedSweatshirt1.jpg,,,"Purple&nbsp;&amp; white, tie &amp; dye&nbsp;dyed sweatshirt has a round neck, long sleeves, straight hemThe model (height 5'8) is wearing a size S100% Cotton<br>Machine wash","{'Body Shape ID': '443,424,324', 'Body or Garment Size': 'Garment Measurements in', 'Center Front Open': 'No', 'Character': 'NA', 'Closure': 'NA', 'Contact Brand or Retailer for pre-sales product queries': 'pipin fashions and retail private limited 201, a block, 2nd floor, miraya rose, sy.no.66, siddapura, varthur road, bangalore- 560066', 'Fabric': 'Cotton', 'Hemline': 'Straight', 'Hood': 'NA', 'Length': 'Regular', 'Multipack Set': 'NA', 'Neck': 'Round Neck', 'Number of Pockets': 'NA', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Pocket': 'NA', 'Print or Pattern Type': 'Abstract', 'Sleeve Length': 'Long Sleeves', 'Sport': 'NA', 'Surface Styling': 'NA', 'Sustainable': 'Regular', 'Technology': 'NA', 'Type': 'Pullover', 'Wash Care': 'Machine Wash', 'Weave Type': 'Knitted'}","{'name': 'De Moza Women Purple & White Tie & Dye Pure Cotton Sweatshirt', 'color': 'Purple', 'brand': 'De Moza'}",24
12668,838,15380326.0,Fort Collins Women Black Solid Parka Jacket with Detachable Hood,2875.0,Black,Fort Collins,http://assets.myntassets.com/assets/images/15380326/2021/9/28/7f25c39b-6cee-4d6d-8a31-85336d22bf251632825058441SareemallRedSilkBlendEthnicFoilPrintFestiveSareewithMatching1.jpg,9.0,4.555555555555555,"Black solid parka jacket with faux fur trim, has a detachable hood, 2 pockets, a zip closure, long sleeves, straight hemline, polyester lining with 1 inner pocketThe model (height 5'8) is wearing a size MOuter shell: Nylon <br> Lining fabric: Polyester <br> Machine wash","{'Add-Ons': 'NA', 'Body Shape ID': '333,424', 'Body or Garment Size': 'Garment Measurements in', 'Character': 'NA', 'Closure': 'Zip', 'Collar': 'Hooded', 'Fabric': 'Nylon', 'Features': 'NA', 'Hemline': 'Straight', 'Length': 'Regular', 'Lining Fabric': 'Polyester', 'Main Trend': 'NA', 'Number of Pockets': '3', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sleeve Length': 'Long Sleeves', 'Sport': 'NA', 'Surface Styling': 'Faux Fur Trim', 'Sustainable': 'Regular', 'Technology': 'NA', 'Technology Present': 'No', 'Type': 'Parka', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven'}","{'name': 'Fort Collins Women Black Solid Parka Jacket with Detachable Hood', 'color': 'Black', 'brand': 'Fort Collins'}",44
6493,553,11234642.0,Uptownie Lite Women Black Solid Basic Jumpsuit with Belt,2499.0,Black,Uptownie Lite,http://assets.myntassets.com/assets/images/11234642/2020/1/10/a0f2ef67-2fe6-4aac-be16-50d9956510b71578652885167-Uptownie-Lite-Women-Black-Solid-Basic-Jumpsuit-with-Belt-902-1.jpg,65.0,4.153846153846154,"Black solid basic jumpsuit, has a keyhole neckline, sleeveless, and two pockets<br>Comes with a beltThe model (height 5'8'') is wearing a size SMaterial: Polyester crepe<br>Machine Wash","{'Body or Garment Size': 'Garment Measurements in', 'Closure': 'Concealed Zip', 'Fabric': 'Polyester', 'Neck': 'Round Neck', 'Number of Pockets': '2', 'Pattern': 'Solid', 'Sleeve Length': 'Sleeveless', 'Surface Styling': 'NA', 'Type': 'Basic Jumpsuit', 'Wash Care': 'Machine Wash'}","{'name': 'Uptownie Lite Women Black Solid Basic Jumpsuit with Belt', 'color': 'Black', 'brand': 'Uptownie Lite'}",26
2289,309,10075727.0,Miss Chase Women Black Skinny Fit High-Rise Clean Look Jeans,2299.0,Black,Miss Chase,http://assets.myntassets.com/assets/images/productimage/2019/6/18/34fc7d14-e1eb-48a3-a75f-7dbd6d77c8691560849480256-1.jpg,810.0,4.149382716049383,"Black dark wash 5-pocket high-rise jeans, clean look, no fade, has a button fly closure, and waistband with belt loopsCotton<br>Machine-washSkinny Fit<br>The model (height 5'8"") is wearing a size 28","{'Add-Ons': 'NA', 'Brand Fit Name': 'NA', 'Closure': 'Button Fly', 'Distress': 'Clean Look', 'Effects': 'None', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'No Fade', 'Features': 'NA', 'Fit': 'Skinny Fit', 'Length': 'Cropped', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Dark', 'Stretch': 'Stretchable', 'Type of Distress': 'NA', 'Waist Rise': 'High-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}","{'name': 'Miss Chase Women Black Skinny Fit High-Rise Clean Look Jeans', 'color': 'Black', 'brand': 'Miss Chase'}",29
99,99,19222130.0,heemara Women Maroon Ethnic Motifs Printed Kurta with Trousers & With Dupatta,7499.0,Maroon,heemara,http://assets.myntassets.com/assets/images/19222130/2022/7/22/2d853c41-1f14-411d-a5e1-39b7b899dece1658485405643KurtaSets1.jpg,,,"Maroon printed Kurta with Trousers with dupatta <br> <br> <b> Kurta design:  </b> <ul> <li> Ethnic motifs printed </li> <li> Straight shape </li> <li> Regular style </li> <li> Boat neck,  three-quarter regular sleeves </li> <li> 1 pockets </li> <li> Calf length with straight hem </li> <li> Art silk machine weave fabric </li> </ul> <br> <b> Trousers design:  </b> <ul> <li> Solid Trousers </li> <li> Elasticated waistband </li> <li> Zip closure </li> </ul>Art silk<br>Hand WashThe model (height 5'8) is wearing a size S","{'Add-Ons': 'NA', 'Body Shape ID': '333,424', 'Body or Garment Size': 'Garment Measurements in', 'Bottom Closure': 'Zip', 'Bottom Fabric': 'Art Silk', 'Bottom Pattern': 'Solid', 'Bottom Type': 'Trousers', 'Character': 'NA', 'Dupatta': 'With Dupatta', 'Dupatta Border': 'Taping', 'Dupatta Fabric': 'Organza', 'Dupatta Pattern': 'Printed', 'Main Trend': 'NA', 'Neck': 'Boat Neck', 'Number of Pockets': '1', 'Occasion': 'Daily', 'Ornamentation': 'NA', 'Pattern Coverage': 'Placement', 'Print or Pattern Type': 'Ethnic Motifs', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Top Design Styling': 'Regular', 'Top Fabric': 'Art Silk', 'Top Hemline': 'Straight', 'Top Length': 'Calf Length', 'Top Pattern': 'Printed', 'Top Shape': 'Straight', 'Top Type': 'Kurta', 'Waistband': 'Elasticated', 'Wash Care': 'Hand Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave', 'Wedding': 'Bride & Wedding Squad'}","{'name': 'heemara Women Maroon Ethnic Motifs Printed Kurta with Trousers & With Dupatta', 'color': 'Maroon', 'brand': 'heemara'}",85
10229,379,15721098.0,Readiprint Fashions Mauve Embroidered Unstitched Lehenga & Blouse With Dupatta,27000.0,Mauve,Readiprint Fashions,http://assets.myntassets.com/assets/images/15721098/2021/10/20/0fba295f-1616-4efe-8a18-f3dca259d1171634722239085YurisWomensBlackOffWhitePrintedKurtawithTrousersDupattaLehen1.jpg,,,"Mauve embroidered lehenga choli with dupatta,  zari <br> Mauve embroidered unstitched blouse,  has a v-neck,  short sleeves,  zip closure <br> Mauve embroidered unstitched lehenga, has drawstring closure, flared hem <br> Mauve embellished dupatta,  taping borderLehenga fabric: Georgette<br>Blouse fabric: Georgette<br>Lehenga lining fabric: Shantoon<br>Dupatta fabric: Net<br>Dry WashCholi: Customizable upto 42 at the Bust<br>Lehenga: Customizable upto 42 at the waist&nbsp;<br>Lehenga Length: 42 inches<br>Lehenga Flare: 1.50 meters<br>Dupatta Length: 2.60 meters<br>Dupatta Width: 1.10 meter","{'Blouse Closure': 'Zip', 'Blouse Fabric': 'Pure Georgette', 'Body or Garment Size': 'Garment Measurements in', 'Bottom Pattern': 'Embroidered', 'Choli Stitch': 'Unstitched', 'Dupatta': 'With Dupatta', 'Dupatta Border': 'Taping', 'Dupatta Fabric': 'Net', 'Dupatta Pattern': 'Embellished', 'Hemline': 'Flared', 'Lehenga Closure': 'Drawstring', 'Lehenga Fabric': 'Poly Georgette', 'Lehenga Lining Fabric': 'Shantoon', 'Lehenga Stitch': 'Unstitched', 'Neck': 'V-Neck', 'Ornamentation': 'Zari', 'Regions': 'All', 'Sleeve Length': 'Short Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Sustainable': 'Regular', 'Technique': 'NA', 'Top Pattern': 'Embroidered'}","{'name': 'Readiprint Fashions Mauve Embroidered Unstitched Lehenga & Blouse With Dupatta', 'color': 'Mauve', 'brand': 'Readiprint Fashions'}",74
